User_id,first_seen,last_seen,total_events,is_converter,purchases,first_purchase,last_purchase,total_quantity,total_revenue,median_rate,days_active,events_per_day_active,has_purchased_ever,recency_days,frequency_purchases,events_before_first_purchase,days_to_first_purchase,events_in_7d_before_first_purchase,events_in_14d_before_first_purchase,events_in_30d_before_first_purchase,R_quartile,F_quartile,RF_segment
51786146119,2019-06-10 18:10:00,2019-07-10 20:26:00,11,1,1.0,2019-07-10 20:26:00,2019-07-10 20:26:00,2.0,500.0,250.0,30,0.36666666666666664,1,164.0,1.0,10,30.0,1.0,1.0,5.0,2,1,21
51791819800,2019-10-02 17:00:35,2019-10-02 17:00:35,1,0,,,,,,,0,1.0,0,,0.0,1,,,,,,1,
51795247161,2019-03-10 23:30:00,2019-03-10 23:55:00,4,1,1.0,2019-03-10 23:55:00,2019-03-10 23:55:00,2.0,30000.0,15000.0,0,4.0,1,286.0,1.0,3,0.0,3.0,3.0,3.0,1,1,11
51804424828,2019-10-16 19:00:00,2019-10-16 19:17:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51805850313,2019-10-13 21:45:00,2019-10-13 22:02:00,5,0,,,,,,,0,5.0,0,,0.0,5,,,,,,1,
51809677865,2019-10-24 17:16:00,2019-10-24 17:23:00,5,0,,,,,,,0,5.0,0,,0.0,5,,,,,,1,
51814420266,2019-10-20 19:00:00,2019-10-20 19:17:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51815411608,2019-10-20 10:20:00,2019-10-20 10:26:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
51816608418,2019-09-10 13:00:00,2019-09-10 13:15:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51819961569,2019-03-11 14:44:00,2019-03-11 15:11:00,5,0,,,,,,,0,5.0,0,,0.0,5,,,,,,1,
51821460103,2019-12-10 18:15:00,2019-12-10 18:25:00,4,1,1.0,2019-12-10 18:25:00,2019-12-10 18:25:00,4.0,6000.0,1500.0,0,4.0,1,11.0,1.0,3,0.0,3.0,3.0,3.0,4,1,41
51822615834,2019-10-27 19:00:00,2019-10-27 19:17:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51826884161,2019-02-11 14:49:00,2019-02-11 15:11:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51829322973,2019-03-11 15:05:00,2019-03-11 15:08:00,3,1,1.0,2019-03-11 15:06:00,2019-03-11 15:06:00,1.0,7000.0,7000.0,0,3.0,1,286.0,1.0,1,0.0,1.0,1.0,1.0,1,1,11
51829569218,2019-02-10 19:00:00,2019-02-10 19:07:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51832237276,2019-10-16 10:20:00,2019-10-16 10:22:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
51838622321,2019-10-24 17:03:00,2019-10-24 17:12:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
