User_id,is_converter,has_purchased_ever,first_seen,last_seen,R_quartile,F_quartile,RF_segment
58055328154,1,1,2019-11-11 18:40:00,2019-11-11 18:49:00,4,1,41
58078346967,0,0,2019-11-11 14:13:00,2019-11-11 14:29:00,,1,
58113870922,1,1,2019-03-20 21:26:00,2019-11-11 15:18:00,1,1,11
58167424097,0,0,2019-09-11 15:39:00,2019-09-11 15:49:00,,1,
58205190439,0,0,2019-09-11 16:33:00,2019-09-11 16:47:00,,1,
58231974593,0,0,2019-06-11 17:49:00,2019-06-11 18:09:00,,1,
58419603319,0,0,2019-08-11 21:48:00,2019-08-11 22:10:00,,1,
58481913506,1,1,2019-04-19 21:00:00,2019-10-11 10:15:00,2,2,22
58543869433,0,0,2019-10-11 19:33:00,2019-10-11 19:33:00,,1,
58559504289,1,1,2019-11-11 14:27:00,2019-11-11 14:38:00,4,1,41
58624247783,0,0,2019-05-11 17:17:00,2019-05-11 18:11:00,,1,
58641715978,0,0,2019-11-11 10:15:00,2019-11-11 10:25:00,,1,
58653489700,1,1,2019-11-11 17:46:00,2019-11-11 17:58:00,4,1,41
58696564595,0,0,2019-10-11 18:30:00,2019-10-11 18:49:00,,1,
58749258284,1,1,2019-11-11 19:26:00,2019-11-11 19:37:00,4,1,41
58804323694,0,0,2019-09-11 18:19:00,2019-09-11 18:29:00,,1,
58835668300,0,0,2019-11-11 20:00:00,2019-11-11 20:06:00,,1,
58974674178,1,1,2019-08-11 16:27:00,2019-08-11 16:56:00,2,1,21
59036800133,0,0,2019-09-11 14:41:00,2019-09-11 14:51:00,,1,
59075844984,0,0,2019-10-11 16:19:00,2019-10-11 16:28:00,,1,
59151802235,0,0,2019-05-11 22:32:00,2019-05-11 22:59:00,,1,
59221776934,0,0,2019-08-10 17:00:00,2019-08-10 17:00:00,,1,
59226278379,0,0,2019-12-11 12:51:00,2019-12-11 13:07:00,,1,
59258988756,0,0,2019-09-11 16:18:00,2019-09-11 16:28:00,,1,
59270627446,1,1,2019-11-11 16:44:00,2019-11-11 16:49:00,4,1,41
59275285732,1,1,2019-10-11 22:32:00,2019-10-11 22:52:00,3,1,31
59294392552,0,0,2019-11-11 17:08:00,2019-11-11 17:32:00,,1,
59385289168,0,0,2019-10-11 19:38:00,2019-10-11 19:42:00,,1,
59397379139,0,0,2019-11-11 20:46:00,2019-11-11 20:54:00,,1,
59497643754,0,0,2019-08-11 15:47:00,2019-08-11 16:18:00,,1,
59526755891,1,1,2019-12-11 13:23:00,2019-12-11 13:40:00,4,1,41
59533420690,1,1,2019-10-11 13:43:00,2019-10-11 14:17:00,2,2,22
59589745593,1,1,2019-12-11 14:23:00,2019-12-11 14:29:00,4,1,41
59602347302,0,0,2019-11-11 16:18:00,2019-11-11 16:24:00,,1,
59620715420,0,0,2019-07-11 14:11:00,2019-07-11 14:11:00,,1,
59629862188,1,1,2019-07-11 14:21:00,2019-07-11 15:00:00,2,1,21
59679735028,0,0,2019-11-11 15:21:00,2019-11-11 15:30:00,,1,
59713929100,1,1,2019-07-11 10:14:00,2019-07-11 10:44:00,2,1,21
59718871437,0,0,2019-09-11 23:35:00,2019-09-11 23:49:00,,1,
59737632719,1,1,2019-10-11 14:32:00,2019-10-11 14:51:00,2,1,21
59749394572,0,0,2019-06-11 21:46:00,2019-06-11 22:15:00,,1,
59805523162,0,0,2019-09-11 20:45:00,2019-09-11 21:00:00,,1,
59839573750,1,1,2019-09-11 21:14:00,2019-09-11 21:29:00,2,1,21
59851958430,0,0,2019-06-11 20:27:00,2019-06-11 20:47:00,,1,
59916849754,1,1,2019-09-11 19:27:00,2019-09-11 19:42:00,2,1,21
59962589107,0,0,2019-07-11 23:22:00,2019-07-11 23:42:00,,1,
60008348367,0,0,2019-10-11 15:30:00,2019-10-11 15:45:00,,1,
60029406377,1,1,2019-07-11 22:53:00,2019-07-11 23:12:00,2,1,21
60034334067,1,1,2019-11-11 21:43:00,2019-11-11 21:51:00,4,1,41
60089394505,1,1,2019-11-11 20:20:00,2019-11-11 20:34:00,4,1,41
60195726556,0,0,2019-11-11 21:21:00,2019-11-11 21:40:00,,1,
60238282834,1,1,2019-07-21 13:00:00,2019-12-11 13:52:00,4,2,42
60282325526,0,0,2019-08-11 19:04:00,2019-08-11 19:28:00,,1,
60300257008,0,0,2019-08-11 17:26:00,2019-08-11 18:05:00,,1,
60302643179,1,1,2019-07-13 13:04:00,2019-11-11 19:37:00,4,2,42
